English Language Name	Alternate Language Name	ISO code	ROD code	Variant code	URL	Country(ies)	NT PDF count	NT Audio count	NT Partial PDF count	NT Partial Audio count	NT PDF Whole count	NT Audio Whole count	OT PDF count	OT Audio count	OT Partial PDF count	OT Partial Audio count	OT PDF Whole count	OT Audio Whole count	Bible PDF count	Bible Audio count	Scriture App Builder HTML (SE)	Online Viewer (SE)	Google Play (Android app) (SE)	Android App (SE version)	Buy	BibleIs	YouVersion	GRN	eBible	GoBible (SE)	MySword (Android) (SE)	Playlist Audio (SE)	Jesus Film	Luke Vidoe	John Video	Acts Video	Genesis Video	God's Story Video	The Good Samaritan Video	Magdalena Video	John Animation Video (SE)	Scripture Animation Video (SE)	The Last Day Video	Story of Jesus for Children Video	History	5fish	iTunes	One Story	Bibles for India	Bibles for Russia	Maps	
Alaba	Alaaba, K'abeena, Qebena, Wanbasana, Alaba-K'abeena, Allaaba, Halaba, K'abena	alw			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=alw	Ethiopia															1																														language map: https://joshuaproject.net/languages/alw	
Alagwa		wbj			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=wbj	Tanzania															1																											http://www.onestory-media.org/wbj			language map: https://joshuaproject.net/languages/	
Alamblak	Karawari, Kuvenmas, Arambak	amp			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=amp	Papua New Guinea	27				1										1	1	https://play.google.com/store/apps/details?id=org.scriptureearth.amp.nt.apk		New Testament: https://virtualstorehouse.org/products/alamblak-nt-amp	https://live.bible.is/bible/AMPWBT/mat/1		https://www.globalrecordings.net/en/language/amp	1	https://www.scriptureearth.org/data/amp/study/AlamblakNT.jar	https://www.scriptureearth.org/data/amp/study/amp.bbl.mybible																				language map: https://joshuaproject.net/languages/amp	
Alangan		alj			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=alj	Philippines															1							https://www.globalrecordings.net/en/language/alj																							language map: https://joshuaproject.net/languages/alj	
Albanian		sqi			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=sqi	Albania			unknown						unknown						1				Bible: https://www.zakbijbelbond.nl/en/albanian-bibles/ ## https://multilanguagemedia.org/languages/albanian/		Dhiata e Re Gegnisht Konstandin Kristoforidhi 1: https://www.bible.com/bible/1826/MAT.1 ## Psalmet Toskërisht Konstandin Kristoforidhi 186: https://www.bible.com/bible/1825/MAT.1 ## Dhjata e Re 1827 (ALTMK27): https://www.bible.com/bible/1821/MAT.1 ## Psalmet Gegërisht - Konstandin Kristoforidhi 18: https://www.bible.com/bible/1824/MAT.1 ## Libra të Dhiatës së Vjetër të përkthyera në dia: https://www.bible.com/bible/1822/MAT.1 ## Bibla Shqip 2018 ꞌSë bashkuꞌ (AL): https://www.bible.com/bible/292/MAT.1 ## Bibla Shqip (ALBB): https://www.bible.com/en-GB/bible/7/MAT.1																								language map: https://joshuaproject.net/languages/sqi	
Albanian	Cham Tosk, Lab Tosk, Northern Tosk, Labërisht, Çam, Albanian, Tosk, Arnaut, Shkip, Shqip, Skchip, Tosk, Zhgabe, Arvanitika, Camerija	als			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=als	Albania, Greece, Turkey	27				1		39				1		1		1		https://play.google.com/store/apps/details?id=org.scriptureearth.als.b.apk			https://live.bible.is/bible/ALSBSA/Mat/1	https://www.bible.com/bible/7/MAT.1	https://globalrecordings.net/en/language/4609	1	https://www.scriptureearth.org/data/als/study/AlbanianBible.jar	https://www.scriptureearth.org/data/als/study/als.bbl.mybible		https://www.scriptureearth.org/data/als/video/JESUSFilm-als.txt							https://www.scriptureearth.org/data/als/video/Magdalena-als.txt											language map: https://joshuaproject.net/languages/als	
Albanian, Gheg	Geg,, Gegnisht-Shqyp, Gheg, Guegue, Shopni, Shqip, Shqyp	aln			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=aln	Albania, Bulgaria, Macedonia, Montenegro, Romania, Serbia, Slovenia															1							https://www.globalrecordings.net/en/language/aln					https://www.scriptureearth.org/data/aln/video/JESUSFilm-aln.txt																			
Ale, Gawwada	Dobase, Gargarte, Golango, Gorroze, Harse, Tihinte, Dihina, Gobeze, K'ark'arte, Kollanko, Wollango, Worase, Dabosse, Debase, Dullay, Qawko, Werizoid	gwd			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=gwd	Ethiopia															1							https://www.globalrecordings.net/en/language/gwd																							language map: https://joshuaproject.net/languages/gwd	
Alekano	Gafuku, Gahuku, Gahuku-Gama, Gahuku, Gahuku-Asaro, Gahuku-Gama	gah			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=gah	Papua New Guinea	27				1										1	1	https://play.google.com/store/apps/details?id=org.wycliffe.gah.alekano.nt			https://live.bible.is/bible/GAHPNG/Mat/1		https://globalrecordings.net/en/language/457	1		https://www.scriptureearth.org/data/gah/study/gah.bbl.mybible			https://www.scriptureearth.org/data/gah/video/LukeVideo-gah.txt																	language map: https://joshuaproject.net/languages/gah	
Algonquin	Northern Algonquin, Southern Algonquin, Anishinaabemowin, Anishinàbemiwin, Nipissing, Algonkin, Anicinàbemowin	alq			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=alq	Canada															1				Algonquin New Testament: https://www.biblescanada.com/al283-algonquin-nt-hb		https://www.bible.com/bible/487/MAT.1	https://www.globalrecordings.net/en/language/alq	1																						language map: https://joshuaproject.net/languages/alq	
Alis I Ron	Lis Ma Ron, Shagau, Alis I Run, Bokkos, Lis Ma Run, Maleni, Manguna, Nafunfia, Shagawu, Ron	cla	02469		https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=cla&ROD_Code=02469	Nigeria															1																														language map: https://joshuaproject.net/languages/cla	
Alladian	Aladian, Alladyan, Allagia, Allagian	ald			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=ald	Côte dꞌIvoire															1						Ɛmɛẅi ankà ankrànkràn 2003 (ƐAA03): https://www.bible.com/en-GB/bible/1487/MAT.1	https://www.globalrecordings.net/en/language/ald																							language map: https://joshuaproject.net/languages/ald	
Altai, Northern	Telengit, Telengut, Teleut, Chelkan	atv			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=atv	Russia															1		Bible app: https://play.google.com/store/apps/details?id=ru.wycliffe.atv.obs.chalkan.biblestories	https://www.scriptureearth.org/data/atv/study/ru.wycliffe.atv.obs.chalkan.biblestories-1.0.apk: - Bible Stories									https://www.scriptureearth.org/data/atv/video/JESUSFilm-alt.txt																		language map: https://joshuaproject.net/languages/atv	
Altai, Southern	Altai Proper, Talangit, Teleut, Altai-Kizhi, Altaj Kizi, Chuy, Maina-Kizhi, Southern Altai, Talangit-Tolos, Telengit, Altai, Oirot, Oyrot	alt			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=alt	Russia															1			https://www.scriptureearth.org/data/alt/study/ru.wycliffe.alt.obt-1.0.1.apk: - Scripture Bible Stories		https://live.bible.is/bible/ALTIBT/Mat/1	Јаҥы Кереес (ALTNTBC): https://www.bible.com/bible/1850/MAT.1	https://www.globalrecordings.net/en/language/alt					https://www.scriptureearth.org/data/alt/video/JESUSFilm-alt.txt																		language map: https://joshuaproject.net/languages/alt	
Alune	Patasiwa Alfoeren, Sapalewa, Central East Alune, Central West Alune, Kairatu, North Coastal Alune, South Alune, Buriah-Weth-Laturake, Nikulkan-Murnaten-Wakolo, Niniari-Piru-Riring-Lumoli, Rambatu-Manussa-Rumberu, Sapalewa	alp			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=alp	Indonesia			unknown						unknown						1		https://play.google.com/store/apps/details?id=com.alkitab.maluku.alune			 - The New Testament in Alune: https://live.bible.is/bible/ALPWBT/	https://www.bible.com/bible/323/MAT.1	https://www.globalrecordings.net/en/language/alp	1	https://www.scriptureearth.org/data/alp/study/AluneBible.jar	https://www.scriptureearth.org/data/alp/study/alp.bbl.mybible																				language map: https://joshuaproject.net/languages/alp	
Alur	Jonam, Ngora, Aloro, Alua, Alulu, Dho Alur, DhuAlur, Jo Alur, Lur, Luri, Jokot, Mambisa, Wanyoro	alz			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=alz	Democratic Republic of the Congo, Uganda															1							https://www.globalrecordings.net/en/language/alz					https://www.scriptureearth.org/data/alz/video/JESUSFilm-alz.txt																			
Alyawarr	Aljawara, Alyawarra, Alyawarre, Iliaura, Yowera	aly			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=aly	Australia															1							https://globalrecordings.net/en/language/aly						https://www.scriptureearth.org/data/aly/video/aly-LukeVideo.txt ## https://www.scriptureearth.org/data/aly/video/aly-LukeVideo-download.txt																	language map: https://joshuaproject.net/languages/	
Ama	Sawiyanu	amm			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=amm	Papua New Guinea	27				1										1	1	https://play.google.com/store/apps/details?id=org.scriptureearth.amm.nt.apk		New Testament: https://virtualstorehouse.org/products/ama-nt-amm	https://live.bible.is/bible/AMMWBT/Mat/1		https://globalrecordings.net/en/program/C17911	1	https://www.scriptureearth.org/data/amm/study/AmaNewTestament.jar	https://www.scriptureearth.org/data/amm/study/amm.bbl.mybible																				language map: https://joshuaproject.net/languages/amm	
Amahuaca	Amaguaco, Amawaka, Ameuhaque, Ipitineri, Sayaco, Inuvaken, Viwivakeu, Amawaca, Amawáka, Amenguaca, Sayacu, Yora, Amahuaka, Amajuaca, Amawaka, Ameuhaque, Ipitineri, Ipitnere, Sayaco	amc			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=amc	Brazil, Peru															1							https://globalrecordings.net/en/language/3180						https://www.scriptureearth.org/data/amc/video/LukeVideo-amc.txt																	language map: https://joshuaproject.net/languages/amc	
Amam	Biliau, Galeg, Suit, Yamai, Yori, Semang, Awad Bing, Awad Gey, Bing, Samang, Sengam	bcu			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=bcu	Papua New Guinea															1																														language map: https://joshuaproject.net/languages/bcu	
Amanab	Awai	amn			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=amn	Papua New Guinea	27				1										1	1	https://play.google.com/store/apps/details?id=org.scriptureearth.amn.nt.apk		New Testament: https://virtualstorehouse.org/products/amanab-nt-amn	https://live.bible.is/bible/AMNPNG/Mat/1		https://globalrecordings.net/en/language/3754	1	https://www.scriptureearth.org/data/amn/study/AmanabNT.jar	https://www.scriptureearth.org/data/amn/study/amn.bbl.mybible		https://www.scriptureearth.org/data/amn/video/JESUSFilm-amn.txt																		language map: https://joshuaproject.net/languages/amn	
Amarasi	Timor Amarasi, Uab Meto, Kotos, Ro'is, Ro'is Hero, Ro'is Tais Nonof, Kopa, Uab Meto	aaz			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=aaz	Indonesia			unknown						unknown						1		https://play.google.com/store/apps/details?id=au.org.ausil.bible.amarasi			https://live.bible.is/bible/AAZEPC/MAT/1?audio_type=audio	https://www.bible.com/bible/1320/MAT.1	https://globalrecordings.net/en/language/4652	1		https://www.scriptureearth.org/data/aaz/study/aaz.bbl.mybible																				language map: https://joshuaproject.net/languages/aaz	
Ambae, East	Lolokaro, Lolovoli, Lombaha, Longana, Lobaha, Lolokara, Lolsiwoi, Aoba, Northeast Ambae, Northeast Aoba, Oba, Omba, Walurigi	omb			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=omb	Vanuatu															1						Havai Niu Testamen (HNT): https://www.bible.com/en-GB/bible/2077/MAT.1	https://www.globalrecordings.net/en/language/omb					https://www.scriptureearth.org/data/omb/video/JESUSFilm-omb.txt																		language map: https://joshuaproject.net/languages/omb	
Ambai	Ambai-Menawi, Manawi, Randawaya, Wadapi-Laut	amk			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=amk	Indonesia	27				1										1		https://play.google.com/store/apps/details?id=org.scriptureearth.amk.nt.apk		New Testament: https://virtualstorehouse.org/products/ambai-nt-amk		https://www.bible.com/bible/1176/MAT.1	https://globalrecordings.net/en/language/6941	1	https://www.scriptureearth.org/data/amk/study/Ambai.jar	https://www.scriptureearth.org/data/amk/study/amk.bbl.mybible		https://www.scriptureearth.org/data/amk/video/JESUSFilm-amk.txt																		language map: https://joshuaproject.net/languages/amk	
Ambrym, North	Magam, Olal	mmg			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=mmg	Vanuatu															1					 - Wycliffe Bible Translators, Inc: https://live.bible.is/bible/MMGWYI/		https://www.globalrecordings.net/en/language/mmg																							language map: https://joshuaproject.net/languages/mmg	
Ambrym, Southeast	Endu, Penapo, Taveak, Toak, Taviak	tvk			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=tvk	Vanuatu	7		unknown				2		unknown						1	1			Scriptures: https://virtualstorehouse.org/products/ambrym-southeast-bible-portions-tvk			https://globalrecordings.net/en/langcode/tvk	1	https://www.scriptureearth.org/data/tvk/study/AmbrymSoutheastPortions.jar	https://www.scriptureearth.org/data/tvk/study/tvk.bbl.mybible		https://www.scriptureearth.org/data/tvk/video/JESUSFilm-tvk.txt																		language map: https://joshuaproject.net/languages/tvk	
Ambulas (Maprik)	Maprik, Abelam, Abulas	abt	444		https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=abt&ROD_Code=444	Papua New Guinea	27				1										1	1	https://play.google.com/store/apps/details?id=org.scriptureearth.abtm.nt.apk		New Testament: https://virtualstorehouse.org/products/ambulas-maprik-nt-abtm	https://live.bible.is/bible/ABTAMV/Mat/1	https://www.bible.com/bible/927/MAT.1	https://globalrecordings.net/en/language/444	1		https://www.scriptureearth.org/data/abt/study/abtM.bbl.mybible																				language map: https://joshuaproject.net/languages/abt	
Ambulas (Wosara-Kamu)	Wosara-Kamu, Abelam, Abulas, Maprik, Wingei, Wosera-Kamu, Wosera-Mamu, Ambulas, Abelam, Abulas	abt	3053		https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=abt&ROD_Code=3053	Papua New Guinea	27				1										1	1	https://play.google.com/store/apps/details?id=org.scriptureearth.abtw.nt.apk		New Testament: https://virtualstorehouse.org/products/ambulas-wosera-nt-abtw		https://www.bible.com/bible/1006/MAT.1	https://globalrecordings.net/en/language/3053	1		https://www.scriptureearth.org/data/abt/study/abtw.bbl.mybible																				language map: https://joshuaproject.net/languages/abt	
Amele	Amale, Haija, Huar, Jagahala	aey			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=aey	Papua New Guinea	27				1		1		1						1	1	https://play.google.com/store/apps/details?id=org.scriptureearth.aey.pb.apk		New Testament: https://virtualstorehouse.org/products/amele-nt-aey	https://live.bible.is/bible/AEYWBT/mat/1		https://globalrecordings.net/en/program/C13680	1	https://www.scriptureearth.org/data/aey/study/AmeleScripture.jar	https://www.scriptureearth.org/data/aey/study/aey.bbl.mybible																				language map: https://joshuaproject.net/languages/aey	
American Sign Language	ASL, LSAF, Langue des signes de l'Afrique francophone, Benin Sign Language, Ameslan, Langue des signes américaine, Langue des signes congolaise, Langue des signes du Congo, LSAF Ivoirienne, LSCI, Langue des signes d'Afrique francophone, Langue des signes de Côte d'Ivoire, Francophone ASL, Gabonese Sign Language, Haitian Sign Language, LSH, Langue des signes haïtienne, LSFA, Langue des signes franco-africaine, Togo Sign Language, Black American Sign Language, Tactile American Sign Language, Black ASL, TASL, Tactile ASL, SIGN AMERICA	ase			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=ase	Canada, Grenada, Saint Kitts and Nevis, Saint Vincent and the Grenadines, Trinidad and Tobago, United States, US Virgin Islands															1							https://www.globalrecordings.net/en/language/ase																								
Amharic	Abyssinian, Amarigna, Amarinya, Amhara, Ethiopian, Beta Israel	amh			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=amh	Ethiopia, Israel			unknown						unknown						1		for the Amharic Bible: https://play.google.com/store/apps/details?id=com.amharicbiblefree.book.AOTKKDRVLFRBERSXW&hl=en ## for the Amharic Bible: https://play.google.com/store/apps/details?id=com.nippt.bible.free&hl=en		Bible: https://www.zakbijbelbond.nl/en/amharic-bibles/ ## buy a Bible: http://www.christianbook.com/amharic-bible/9789966400369/pd/400364?product_redirect=1&Ntt=400364&item_code=&Ntk=keywords&event=ESRCP ## buy a Bible: http://www.amazon.com/Amharic-Orthodox-Bible-American-Society/dp/9966270493/ref=sr_1_2?ie=UTF8&qid=1431457735&sr=8-2&keywords=Amharic+Bible ## buy a Bible: http://www.amazon.com/Amharic-Protestant-Bible-American-Society/dp/9966271546/ref=sr_1_4?ie=UTF8&qid=1431457889&sr=8-4&keywords=Amharic+Bible ## https://multilanguagemedia.org/languages/amharic/	- لكتاب المقدس باللغة الأمهرية (Amharic Orthodox-Septuagint Deuterocanonical Version): https://live.bible.is/bible/AMHSDV/Mat/1 ## - መጽሐፍ ቅዱስ፥ አዲሱ መደበኛ ትርጒም (New Amharic Standard Version): https://live.bible.is/bible/AMHNIV/GEN/1 ## - መጽሐፍ ቅዱስ (Amharic Common Language Bible): https://live.bible.is/bible/AMHACLB/MAT/1	https://www.bible.com/bible/1260/MAT.1	Listen to Bible stories: https://globalrecordings.net/en/language/1	1				https://www.scriptureearth.org/data/amh/video/JESUSFilm-amh.txt							https://www.scriptureearth.org/data/amh/video/Magdalena-amh.txt							https://itunes.apple.com/us/app/holy-bible-in-amharic/id534343507?mt=8					
