English Language Name	Alternate Language Name	iso	rod	var	URL	Country(ies)	NT PDF count	NT Audio count	NT Partial PDF count	NT Partial Audio count	NT PDF Whole count	NT Audio Whole count	OT PDF count	OT Audio count	OT Partial PDF count	OT Partial Audio count	OT PDF Whole count	OT Audio Whole count	Bible PDF count	Bible Audio count	Scripture App Builder HTML (SE)	Online Viewer (SE)	Google Play (Android app) (SE)	Android App (SE version)	Buy	BibleIs	YouVersion	GRN	eBible	GoBible (SE)	MySword (Android) (SE)	Playlist Audio (SE)	Jesus Film	Luke Vidoe	John Video	Acts Video	Genesis Video	God's Story Video	The Good Samaritan Video	Magdalena Video	John Animation Video (SE)	Scripture Animation Video (SE)	The Last Day Video	Story of Jesus for Children Video	History	5fish	iTunes	One Story	Bibles for India	Bibles for Russia	Maps	
Akawaio	Acahuayo, Acewaio, Akawai, Ingariko, Ingarikó, Akawayo, Akwaio, Kapon, Kapóng, Patamona, Acawayo, Waicá, Waika	ake			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=ake	Brazil, Guyana, Venezuela	27				1										1		https://play.google.com/store/apps/details?id=org.scriptureearth.ake.nt.apk			https://live.bible.is/bible/AKEBSS	https://www.bible.com/bible/308/MAT.1	https://www.globalrecordings.net/en/language/ake	1		https://www.scriptureearth.org/data/ake/study/ake.bbl.mybible																				languages of Guyana: https://maps.google.com/maps/ms?hl=en&ie=UTF8&msa=0&msid=205343742597758645576.00049d148d570bed2f1c2&t=h&z=6 ## languages of Brazil: https://maps.google.com/maps/ms?ie=UTF8&hl=en&msa=0&msid=205343742597758645576.00049d0d51d319f4f5b2a&t=h&z=4	
Akebu	Akebou, Akébou, Ekpeebhe, Ekpeebhibhe, Gakagba, Kabu, Kebu, Kegberike, Kǝkpǝǝ-kǝ, Kébou, kekpeerike	keu			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=keu	Togo																											https://www.scriptureearth.org/data/keu/video/JESUSFilm-keu.txt																		language map: https://joshuaproject.net/languages/keu	
Akeu	Ake, Aki, Akui, Aki, Akui, Gokhu, Gaolkheel, Akheu, Gokhy	aeu			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=aeu	China, Laos, Myanmar, Thailand																		https://www.scriptureearth.org/data/aeu/study/aeu_Akeu_Scripture.apk		https://live.bible.is/bible/AEUWBT	https://www.bible.com/bible/1504/MAT.1	https://www.globalrecordings.net/en/language/aeu	1				https://www.scriptureearth.org/data/aeu/video/JESUSFilm-aeu.txt																			
Akha	Ahka, Aini, Ak'a, Aka, Ikor, Yani, Aini, Ak'a, Aka, Ikor, Yani, Khao Ikor	ahk			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=ahk	China, Laos, Myanmar, Thailand, Vietnam																				https://live.bible.is/bible/AHKTBS ## - Bibles International: https://live.bible.is/bible/AHKBIV	Yawshawr Yaerbof Dawqma Sarjax Yawshuif, Jaceuq: https://www.bible.com/bible/2166/MAT.1 ## https://www.bible.com/bible/1722/MAT.1	https://www.globalrecordings.net/en/language/ahk					https://www.scriptureearth.org/data/ahk/video/JESUSFilm-ahk.txt											https://www.jesusfilm.org/watch/jfp-interests-student-resources.html/the-story-of-jesus-for-children/akha.html								
Aklanon	Akeanon, Aklan, Aklano, Aklanon-Bisayan, Inakeanon, Panay	akl			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=akl	Philippines																											https://www.scriptureearth.org/data/akl/video/JESUSFilm-akl.txt																		language map: https://joshuaproject.net/languages/akl	
Akoose	Elung, Mwambong, Mwamenam, Ninong, Northern Bakossi, Southern Bakossi, Western Bakossi, Along, Elong, Mouamenam, Nlong, Akose, Akosi, Bafaramani, Bakosi, Bakossi, Bekoose, Koose, Kosi, Kosse, Kossi, Manenguba, Ngoe, Nkoosi, Nkosi	bss			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=bss	Cameroon																				https://live.bible.is/bible/BSSWBT	https://www.bible.com/bible/336/MAT.1	https://www.globalrecordings.net/en/language/bss	1				https://www.scriptureearth.org/data/bss/video/JESUSFilm-bss.txt																		language map: https://joshuaproject.net/languages/bss	
Akposo	Amou Oblou, Ikponu, Iwi, Litime, Logbo, Uma, Badou, Uwi, Akposso, Ikposo, Ikposso, Kposo	kpo			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=kpo	Ghana, Togo																											https://www.scriptureearth.org/data/kpo/video/JESUSFilm-kpo.txt																			
Akukem	Sepen	spm			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=spm	Papua New Guinea																					https://www.bible.com/bible/1823/MAT.1	https://www.globalrecordings.net/en/language/spm	1																						language map: https://joshuaproject.net/languages/spm	
Alaba	Alaaba, K'abeena, Qebena, Wanbasana, Alaba-K'abeena, Allaaba, Halaba, K'abena	alw			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=alw	Ethiopia																				- The Word for the World 2015: https://live.bible.is/bible/ALWDPI							https://www.scriptureearth.org/data/alw/video/JESUSFilm-alw.txt																		language map: https://joshuaproject.net/languages/alw	
Alagwa		wbj			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=wbj	Tanzania																																										http://www.onestory-media.org/wbj			language map: https://joshuaproject.net/languages/	
Alamblak	Karawari, Kuvenmas, Arambak	amp			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=amp	Papua New Guinea	27				1										1		https://play.google.com/store/apps/details?id=org.scriptureearth.amp.nt.apk		New Testament: https://virtualstorehouse.org/products/alamblak-nt-amp	https://live.bible.is/bible/AMPWBT	https://www.bible.com/bible/986/MAT.1	https://www.globalrecordings.net/en/language/amp	1	https://www.scriptureearth.org/data/amp/study/AlamblakNT.jar	https://www.scriptureearth.org/data/amp/study/amp.bbl.mybible																				language map: https://joshuaproject.net/languages/amp	
Alangan		alj			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=alj	Philippines																				https://live.bible.is/bible/ALJOMF		https://www.globalrecordings.net/en/language/alj																							language map: https://joshuaproject.net/languages/alj	
Alawa	Kallana, Leealowa	alh			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=alh	Australia																						https://www.globalrecordings.net/en/language/alh	1																						language map: https://joshuaproject.net/languages/alh	
Albanian	Cham Tosk, Lab Tosk, Northern Tosk, Labërisht, Çam, Albanian, Tosk, Arnaut, Shkip, Shqip, Skchip, Tosk, Zhgabe, Arvanitika, Camerija	als			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=als	Albania, Greece, Turkey	27				1		39				1		1		1		https://play.google.com/store/apps/details?id=org.scriptureearth.als.b.apk				https://www.bible.com/bible/7/MAT.1	https://globalrecordings.net/en/language/4609	1	https://www.scriptureearth.org/data/als/study/AlbanianBible.jar	https://www.scriptureearth.org/data/als/study/als.bbl.mybible		https://www.scriptureearth.org/data/als/video/JESUSFilm-als.txt	https://www.scriptureearth.org/data/als/video/als-Luke-GospelFilms.txt						https://www.scriptureearth.org/data/als/video/Magdalena-als.txt				https://www.jesusfilm.org/watch/jfp-interests-student-resources.html/the-story-of-jesus-for-children/albanian.html							language map: https://joshuaproject.net/languages/als	
Albanian		sqi			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=sqi	Albania																			Bible: https://www.zakbijbelbond.nl/en/albanian-bibles/ ## https://multilanguagemedia.org/languages/albanian/		Dhiata e Re Gegnisht Konstandin Kristoforidhi 1: https://www.bible.com/bible/1826/MAT.1 ## Psalmet Toskërisht Konstandin Kristoforidhi 186: https://www.bible.com/bible/1825/MAT.1 ## Dhjata e Re 1827 (ALTMK27): https://www.bible.com/bible/1821/MAT.1 ## Psalmet Gegërisht - Konstandin Kristoforidhi 18: https://www.bible.com/bible/1824/MAT.1 ## Libra të Dhiatës së Vjetër të përkthyera në dia: https://www.bible.com/bible/1822/MAT.1 ## Bibla Shqip 2018 ꞌSë bashkuꞌ (AL): https://www.bible.com/bible/292/MAT.1 ## Bibla Shqip (ALBB): https://www.bible.com/en-GB/bible/7/MAT.1																								language map: https://joshuaproject.net/languages/sqi	
Albanian, Gheg	Geg,, Gegnisht-Shqyp, Gheg, Guegue, Shopni, Shqip, Shqyp	aln			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=aln	Albania, Bulgaria, Macedonia, Montenegro, Romania, Serbia, Slovenia																					Albanian Gheg New Testament: https://www.bible.com/en-GB/bible/2966/MAT.1	https://www.globalrecordings.net/en/language/aln					https://www.scriptureearth.org/data/aln/video/JESUSFilm-aln.txt																			
Ale, Gawwada	Dobase, Gargarte, Golango, Gorroze, Harse, Tihinte, Dihina, Gobeze, K'ark'arte, Kollanko, Wollango, Worase, Dabosse, Debase, Dullay, Qawko, Werizoid	gwd			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=gwd	Ethiopia																						https://www.globalrecordings.net/en/language/gwd					https://www.scriptureearth.org/data/gwd/video/JESUSFilm-gwd.txt																		language map: https://joshuaproject.net/languages/gwd	
Alekano	Gafuku, Gahuku, Gahuku-Gama, Gahuku-Asaro	gah			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=gah	Papua New Guinea	27				1										1		https://play.google.com/store/apps/details?id=org.wycliffe.gah.alekano.nt			https://live.bible.is/bible/GAHPNG	https://www.bible.com/bible/954/MAT.1	https://globalrecordings.net/en/language/457	1		https://www.scriptureearth.org/data/gah/study/gah.bbl.mybible			https://www.scriptureearth.org/data/gah/video/LukeVideo-gah.txt																	language map: https://joshuaproject.net/languages/gah	
Algonquin	Northern Algonquin, Southern Algonquin, Anishinaabemowin, Anishinàbemiwin, Nipissing, Algonkin, Anicinàbemowin	alq			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=alq	Canada																			Algonquin New Testament: https://www.biblescanada.com/al283-algonquin-nt-hb		https://www.bible.com/bible/487/MAT.1	https://www.globalrecordings.net/en/language/alq	1																						language map: https://joshuaproject.net/languages/alq	
Alis I Ron	Lis Ma Ron, Shagau, Alis I Run, Bokkos, Lis Ma Run, Maleni, Manguna, Nafunfia, Shagawu, Ron	cla	02469		https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=cla&rod=02469	Nigeria																	Findel i DeeƁwe - The New Testament in Alis i Ron of Nigeria: https://play.google.com/store/apps/details?id=org.wycliffe.cla.alisiron.nt										https://www.scriptureearth.org/data/cla/video/JESUSFilm-cla-02469.txt																		language map: https://joshuaproject.net/languages/cla	
Alladian	Aladian, Alladyan, Allagia, Allagian	ald			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=ald	Côte dꞌIvoire																				https://live.bible.is/bible/ALDABC	Ɛmɛẅi ankà ankrànkràn 2003 (ƐAA03): https://www.bible.com/en-GB/bible/1487/MAT.1	https://www.globalrecordings.net/en/language/ald																							language map: https://joshuaproject.net/languages/ald	
Altai, Northern	Telengit, Telengut, Teleut, Chelkan	atv			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=atv	Russia																	Bible app: https://play.google.com/store/apps/details?id=ru.wycliffe.atv.obs.chalkan.biblestories	https://www.scriptureearth.org/data/atv/study/ru.wycliffe.atv.obs.chalkan.biblestories-1.0.apk: - Bible Stories									https://www.scriptureearth.org/data/atv/video/JESUSFilm-alt.txt																		language map: https://joshuaproject.net/languages/atv	
Altai, Southern	Altai Proper, Talangit, Teleut, Altai-Kizhi, Altaj Kizi, Chuy, Maina-Kizhi, Southern Altai, Talangit-Tolos, Telengit, Altai, Oirot, Oyrot	alt			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=alt	Russia																		https://www.scriptureearth.org/data/alt/study/ru.wycliffe.alt.obt-1.0.1.apk: - Scripture Bible Stories		https://live.bible.is/bible/ALTIBT	Јаҥы Кереес (ALTNTBC): https://www.bible.com/bible/1850/MAT.1	https://www.globalrecordings.net/en/language/alt					https://www.scriptureearth.org/data/alt/video/JESUSFilm-alt.txt																		language map: https://joshuaproject.net/languages/alt	
Alune	Patasiwa Alfoeren, Sapalewa, Central East Alune, Central West Alune, Kairatu, North Coastal Alune, South Alune, Buriah-Weth-Laturake, Nikulkan-Murnaten-Wakolo, Niniari-Piru-Riring-Lumoli, Rambatu-Manussa-Rumberu, Sapalewa	alp			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=alp	Indonesia															1		https://play.google.com/store/apps/details?id=com.alkitab.maluku.alune			 - The New Testament in Alune: https://live.bible.is/bible/ALPWBT/	https://www.bible.com/bible/323/MAT.1	https://www.globalrecordings.net/en/language/alp	1	https://www.scriptureearth.org/data/alp/study/AluneBible.jar	https://www.scriptureearth.org/data/alp/study/alp.bbl.mybible																				language map: https://joshuaproject.net/languages/alp	
Alur	Jonam, Ngora, Aloro, Alua, Alulu, Dho Alur, DhuAlur, Jo Alur, Lur, Luri, Jokot, Mambisa, Wanyoro	alz			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=alz	Democratic Republic of the Congo, Uganda																				https://live.bible.is/bible/ALZBSU	The Holy Bible In Alur (Lur), Revised Orthography (AB1970): https://www.bible.com/en-GB/bible/2916/MAT.1	https://www.globalrecordings.net/en/language/alz					https://www.scriptureearth.org/data/alz/video/JESUSFilm-alz.txt																			
Alyawarr	Aljawara, Alyawarra, Alyawarre, Iliaura, Yowera	aly			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=aly	Australia																					Alyawarr Bible (ALY): https://www.bible.com/en-GB/bible/2571/MAT.1	https://globalrecordings.net/en/language/aly	1					https://www.scriptureearth.org/data/aly/video/aly-LukeVideo.txt ## https://www.scriptureearth.org/data/aly/video/aly-LukeVideo-download.txt																	language map: https://joshuaproject.net/languages/	
Ama	Sawiyanu	amm			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=amm	Papua New Guinea	27				1										1		https://play.google.com/store/apps/details?id=org.scriptureearth.amm.nt.apk		New Testament: https://virtualstorehouse.org/products/ama-nt-amm	https://live.bible.is/bible/AMMWBT	https://www.bible.com/bible/991/MAT.1	https://globalrecordings.net/en/program/C17911	1	https://www.scriptureearth.org/data/amm/study/AmaNewTestament.jar	https://www.scriptureearth.org/data/amm/study/amm.bbl.mybible																				language map: https://joshuaproject.net/languages/amm	
Amahuaca	Amaguaco, Amawaka, Ameuhaque, Ipitineri, Sayaco, Inuvaken, Viwivakeu, Amawaca, Amawáka, Amenguaca, Sayacu, Yora, Amahuaka, Amajuaca, Amawaka, Ameuhaque, Ipitineri, Ipitnere, Sayaco	amc			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=amc	Brazil, Peru																						https://globalrecordings.net/en/language/3180						https://www.scriptureearth.org/data/amc/video/LukeVideo-amc.txt																	language map: https://joshuaproject.net/languages/amc	
Amam	Biliau, Galeg, Suit, Yamai, Yori, Semang, Awad Bing, Awad Gey, Bing, Samang, Sengam	bcu			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=bcu	Papua New Guinea																											https://www.scriptureearth.org/data/bcu/video/JESUSFilm-bcu.txt																		language map: https://joshuaproject.net/languages/bcu	
Amanab	Awai	amn			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=amn	Papua New Guinea	27				1										1		https://play.google.com/store/apps/details?id=org.scriptureearth.amn.nt.apk		New Testament: https://virtualstorehouse.org/products/amanab-nt-amn	https://live.bible.is/bible/AMNPNG	https://www.bible.com/bible/980/MAT.1	https://globalrecordings.net/en/language/3754	1	https://www.scriptureearth.org/data/amn/study/AmanabNT.jar	https://www.scriptureearth.org/data/amn/study/amn.bbl.mybible		https://www.scriptureearth.org/data/amn/video/JESUSFilm-amn.txt																		language map: https://joshuaproject.net/languages/amn	
Amarasi	Timor Amarasi, Uab Meto, Kotos, Ro'is, Ro'is Hero, Ro'is Tais Nonof, Kopa, Uab Meto	aaz			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=aaz	Indonesia															1		https://play.google.com/store/apps/details?id=au.org.ausil.bible.amarasi			https://live.bible.is/bible/AAZEPC	https://www.bible.com/bible/1320/MAT.1	https://globalrecordings.net/en/language/4652	1		https://www.scriptureearth.org/data/aaz/study/aaz.bbl.mybible																				language map: https://joshuaproject.net/languages/aaz	
Ambae, East	Lolokaro, Lolovoli, Lombaha, Longana, Lobaha, Lolokara, Lolsiwoi, Aoba, Northeast Ambae, Northeast Aoba, Oba, Omba, Walurigi	omb			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=omb	Vanuatu																					Havai Niu Testamen (HNT): https://www.bible.com/en-GB/bible/2077/MAT.1	https://www.globalrecordings.net/en/language/omb					https://www.scriptureearth.org/data/omb/video/JESUSFilm-omb.txt																		language map: https://joshuaproject.net/languages/omb	
Ambae, West	Nduindui, Walaha, Duindui, Duidui, Opa	nnd			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=nnd	Vanuatu																					A LEO KOKONA NOI GOD A LEO HARIKIANA KARAGWA (HWT): https://www.bible.com/en-GB/bible/2569/MAT.1	https://www.globalrecordings.net/en/language/nnd																							language map: https://joshuaproject.net/languages/nnd	
Ambai	Ambai-Menawi, Manawi, Randawaya, Wadapi-Laut	amk			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=amk	Indonesia	27				1										1		https://play.google.com/store/apps/details?id=org.scriptureearth.amk.nt.apk		New Testament: https://virtualstorehouse.org/products/ambai-nt-amk	https://live.bible.is/bible/AMKWBT	https://www.bible.com/bible/1176/MAT.1	https://globalrecordings.net/en/language/6941	1	https://www.scriptureearth.org/data/amk/study/Ambai.jar	https://www.scriptureearth.org/data/amk/study/amk.bbl.mybible		https://www.scriptureearth.org/data/amk/video/JESUSFilm-amk.txt																		language map: https://joshuaproject.net/languages/amk	
